"_id","Commune","Date_debut","Date_fin","Departement","id","Lambert_X","Lambert_Y","Nom_du_site","Periodes","Region","Themes","Type_intervention"
"608ab357aa2e000095000715","Mignières","05/01/2004","19/03/2004","Eure-et-Loir","129","583259","6807230","Le Petit Cocurtin","#Protohistoire#Antiquité","Centre",,"fouille"
"608ab357aa2e000095000716","Mareuil-sur-Cher","04/02/2004","22/03/2004","Loir-et-Cher","130","571776","6689401","La Jahonnière","#Néolithique#Protohistoire#Moyen Âge#Moderne, Contemporain","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000717","Pérols","06/01/2004","24/03/2004","Hérault","131","775501.26 ","6276343,91","ZAC du Parc de l'Aéroport","#Protohistoire#Antiquité","Languedoc-Roussillon",,"fouille"
"608ab357aa2e000095000718","Pléneuf-Val-André","06/10/2003","30/03/2004","Côtes-d'Armor","132","290918","6847386","Piégu  1","#Néolithique","Bretagne",,"fouille"
"608ab357aa2e000095000719","Masnières","10/03/2003","02/04/2004","Nord","133","714780,716","7002671,08","Les Hauts de Masnières","#Protohistoire#Antiquité","Nord-Pas-de-Calais",,"fouille"
"608ab357aa2e00009500071a","Cossé-le-Vivien","01/03/2004","30/04/2004","Mayenne","134","408340","6766890","Guinefolle (2)","#Protohistoire#Antiquité#Moyen Âge#Autres périodes","Pays de la Loire",,"fouille"
"608ab357aa2e00009500071b","Le Mesnil-Esnard","01/04/2004","30/04/2004","Seine-Maritime","135","565000","6926100","Rue des Hautes Haies","#Néolithique","Haute-Normandie",,"fouille"
"608ab357aa2e00009500071c","Gravigny","15/04/2004","30/04/2004","Eure","136","565400","6884600","Les Coudrettes","#Protohistoire","Haute-Normandie",,"fouille"
"608ab357aa2e00009500071d","Pléneuf-Val-André","19/04/2004","07/05/2004","Côtes-d'Armor","137","290908","6847381","Piégu 2","#Néolithique","Bretagne",,"fouille"
"608ab357aa2e00009500071e","Villeneuve-d'Ascq","05/04/2004","19/05/2004","Nord","138","711133,1377","7056373,179","La Haute Borne, lot C ouest","#Protohistoire#Antiquité","Nord-Pas-de-Calais",,"fouille"
"608ab357aa2e00009500071f","Brécé","11/05/2004","27/05/2004","Ille-et-Vilaine","139","366298","6788185","Le Bourg","#Antiquité","Bretagne",,"fouille"
"608ab357aa2e000095000720","Bourges","01/03/2004","31/05/2004","Cher","140","655356","6664675","35, rue de Sarrebourg","#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","Centre",,"fouille"
"608ab357aa2e000095000721","Mauguio","10/05/2004","11/06/2004","Hérault","141","782140","6276825","La Font de Mauguio, Les Aires de Saint-Jacques","#Néolithique#Antiquité#Moyen Âge#Moderne, Contemporain","Languedoc-Roussillon",,"fouille"
"608ab357aa2e000095000722","Le Bonhomme","16/06/2004","24/06/2004","Haut-Rhin","142","1005300","6793600","Le Cerisier","#Moyen Âge#Moderne, Contemporain","Alsace",,"fouille"
"608ab357aa2e000095000723","Sainte-Foy-lès-Lyon","29/03/2004","25/06/2004","Rhône","143","840185","6520700","Angle rues Sergent M. Berthet/Saint-Pierre-de-Vaise","#Néolithique#Protohistoire#Antiquité","Rhône-Alpes",,"fouille"
"608ab357aa2e000095000724","Crosville-la-Vieille","02/06/2004","25/06/2004","Eure","144","548100","6896600","Le Bout du Val","#Protohistoire","Haute-Normandie",,"fouille"
"608ab357aa2e000095000725","Nevers","01/10/2003","30/06/2004","Nièvre","145","711806","6653981","12, rue Saint-Genest","#Néolithique#Antiquité#Moyen Âge#Moderne, Contemporain","Bourgogne",,"fouille"
"608ab357aa2e000095000726","Pornic","01/04/2004","30/06/2004","Loire-Atlantique","146","312673","6682653","La Tocnaye","#Moyen Âge#Moderne, Contemporain","Pays de la Loire",,"fouille"
"608ab357aa2e000095000727","Moissy-Cramayel","26/04/2004","30/06/2004","Seine-et-Marne","147","669270","6837363","Parc d'activités de Chanteloup","#Néolithique#Protohistoire#Antiquité","Ile-de-France","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000728","Varennes-sur-Seine","04/05/2004","30/06/2004","Seine-et-Marne","148","694930","6807022","Le Marais du Colombier","#Néolithique#Protohistoire#Antiquité#Moderne, Contemporain","Ile-de-France",,"fouille"
"608ab357aa2e000095000729","Reims","01/06/2004","30/06/2004","Marne","149","775845","6905730","115  rue du Barbâtre","#Antiquité#Moyen Âge#Moderne, Contemporain","Champagne-Ardenne","#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices","fouille"
"608ab357aa2e00009500072a","Soissons","02/06/2004","15/07/2004","Aisne","150","723235,809","6919622,384","Caserne Gouraud (2)","#Antiquité","Picardie",,"fouille"
"608ab357aa2e00009500072b","Sainte-Foy-lès-Lyon","01/02/2004","30/07/2004","Rhône","151","842048","6519536","Cathédrale Saint-Jean","#Moyen Âge","Rhône-Alpes",,"fouille"
"608ab357aa2e00009500072c","Bléré","19/07/2004","13/08/2004","Indre-et-Loire","152","546450","6689991","Le Chemin d'Espagne","#Antiquité#Moyen Âge#Moderne, Contemporain","Centre","#Échange et transport","fouille"
"608ab357aa2e00009500072d","Hégenheim","19/07/2004","13/08/2004","Haut-Rhin","153","1040007","6728515","Rue de Hésingue","#Moyen Âge","Alsace",,"fouille"
"608ab357aa2e00009500072e","Thésée","25/07/2004","10/09/2004","Loir-et-Cher","154","573931","6690162","La Pichonnerie","#Néolithique#Protohistoire#Antiquité#Moyen Âge","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e00009500072f","Puisserguier","20/07/2003","15/09/2004","Hérault","155","704019,02","6251965,71","Nécropole de La Rouquette","#Protohistoire","Languedoc-Roussillon","#Cultes et pratiques funéraires","fouille"
"608ab357aa2e000095000730","Reims","27/05/2004","16/09/2004","Marne","156","774635","6906765","9-11, boulevard du Général Leclerc","#Antiquité#Moderne, Contemporain","Champagne-Ardenne","#Échange et transport#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000731","Dambach-la-Ville","24/05/2004","30/09/2004","Bas-Rhin","157","1028113","6811627","Plateforme départementale d'activités de Dambach-la-Ville","#Antiquité","Alsace","#Industrie, artisanat","fouille"
"608ab357aa2e000095000732","Dambach-la-Ville","24/05/2004","30/09/2004","Bas-Rhin","158","1030804,284","6811500,037","Wilmstein","#Antiquité","Alsace",,"fouille"
"608ab357aa2e000095000733","Villeneuve-d'Ascq","23/08/2004","30/09/2004","Nord","159","710922,2506","7056078,096","La Haute Borne, lot B","#Protohistoire#Antiquité","Nord-Pas-de-Calais",,"fouille"
"608ab357aa2e000095000734","Reims","23/02/2004","01/10/2004","Marne","160","774560","6907450","17-19  rue Mont d'Arène et 6-8  rue Maucroix","#Protohistoire#Antiquité","Champagne-Ardenne","#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000735","Bouranton","09/08/2004","03/10/2004","Aube","161","787050","6802020","La Louvière","#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","Champagne-Ardenne",,"fouille"
"608ab357aa2e000095000736","Marolles-sur-Seine","09/08/2004","08/10/2004","Seine-et-Marne","162","701764","6808822","La Croix Saint-Jacques (2)","#Protohistoire","Ile-de-France",,"fouille"
"608ab357aa2e000095000737","Athée-sur-Cher","30/08/2004","08/10/2004","Indre-et-Loire","163","543159","6690743","Pièce de la Colasserie","#Protohistoire#Antiquité","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000738","Paris","29/09/2003","18/10/2004","Paris","164","650289","6862248","60 quai des Tuileries - Musée de l'Orangerie","#Moderne, Contemporain","Ile-de-France",,"fouille"
"608ab357aa2e000095000739","Besançon","01/11/2003","29/10/2004","Doubs","165","929013","6686536","Collège Lumière (1)","#Antiquité","Franche-Comté",,"fouille"
"608ab357aa2e00009500073a","Besançon","01/11/2003","29/10/2004","Doubs","166","929023","6686536","Collège Lumière (3)","#Protohistoire#Antiquité","Franche-Comté","#Arts, biens de prestige#Habitats, architecture, édifices","fouille"
"608ab357aa2e00009500073b","Besançon","01/11/2003 00:00","29/10/2004","Doubs","167","929013","6686546","Collège Lumière","#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","Franche-Comté","#Habitats, architecture, édifices#Industrie, artisanat","fouille"
"608ab357aa2e00009500073c","Naves","01/09/2004","29/10/2004","Corrèze","168","602730","6471186","Les Arènes de Tintignac  - fouille 2004","#Protohistoire#Antiquité","Limousin",,"fouille"
"608ab357aa2e00009500073d","Castres","11/10/2004","29/10/2004","Tarn","169","636357","6280730","Empy Neuf","#Protohistoire#Antiquité#Moderne, Contemporain","Midi-Pyrénées",,"fouille"
"608ab357aa2e00009500073e","Osthouse","13/09/2004","22/11/2004","Bas-Rhin","170","1043030,621","6821169,254","Lotissement Zorn de Bulach","#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","Alsace",,"fouille"
"608ab357aa2e00009500073f","Marseille","30/09/2004 00:00","22/11/2004 00:00","Bouches-du-Rhône","171","893052,598","6247663,967","Rue Longue-des-Capucins","#Paléolithique, Mésolithique#Antiquité","Provences-Alpes-Côte-d'Azur","#Habitats, architecture, édifices#Industrie, artisanat","fouille"
"608ab357aa2e000095000740","Neuvy-Deux-Clochers","01/09/2003","30/11/2004","Cher","172","679090","6687533","Tour de Vesvre 2","#Moyen Âge","Centre",,"fouille"
"608ab357aa2e000095000741","Reims","01/11/2004","30/11/2004","Marne","173","776880","6905920","Place du 11 Novembre","#Antiquité","Champagne-Ardenne","#Cultes et pratiques funéraires","fouille"
"608ab357aa2e000095000742","Changis-sur-Marne","24/07/1995","04/12/2004","Seine-et-Marne","174","700391,662","6874035,536","5000 ans de vie rurale à Changis-sur-Marne","#Néolithique#Protohistoire","Ile-de-France",,"fouille"
"608ab357aa2e000095000743","Changis-sur-Marne","15/05/2004","07/12/2004","Seine-et-Marne","175","700948","6873503","La Pelle à four","#Protohistoire","Ile-de-France",,"fouille"
"608ab357aa2e000095000744","Changis-sur-Marne","01/09/2004","07/12/2004","Seine-et-Marne","176","701095","6873399","La Pelle à four sud","#Protohistoire","Ile-de-France",,"fouille"
"608ab357aa2e000095000745","Moulay","02/11/2004","09/12/2004","Mayenne","177","430765","6802026","La Garde","#Protohistoire#Antiquité","Pays de la Loire",,"fouille"
"608ab357aa2e000095000746","Aytré","13/09/2004","17/12/2004","Charente-Maritime","178","380882","6568197","ZAC Bongraine","#Antiquité","Poitou-Charentes",,"fouille"
"608ab357aa2e000095000747","Betton","29/11/2004","17/12/2004","Ille-et-Vilaine","179","355009","6797669","La Touche Nicoul",,"Bretagne",,"fouille"
"608ab357aa2e000095000748","Rennes","17/07/2004","20/12/2004","Ille-et-Vilaine","180","352069","6789660","La visitation, un quartier de la ville antique de Rennes","#Antiquité","Bretagne",,"fouille"
"608ab357aa2e000095000749","Wavrin","13/09/2004","20/12/2004","Nord","181","695131,682","7052138,23","Le Château du Bourg","#Protohistoire#Antiquité#Moyen Âge","Nord-Pas-de-Calais",,"fouille"
"608ab357aa2e00009500074a","Villiers-le-Bel","21/10/2004","24/12/2004","Val-d'Oise","182","655719,768","6878685,925","69, rue Gambetta","#Protohistoire#Moyen Âge","Ile-de-France",,"fouille"
"608ab357aa2e00009500074b","Tigery","08/11/2004","24/12/2004","Essonne","183","664121","6838511","ZAC de la Pépinière","#Moyen Âge#Moderne, Contemporain","Ile-de-France",,"fouille"
"608ab357aa2e00009500074c","Orléans","22/11/2004","24/12/2004","Loiret","184","617539","6756326","8-10 rue Porte Madeleine","#Protohistoire#Antiquité#Moderne, Contemporain","Centre","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace","fouille"
"608ab357aa2e00009500074d","Orléans","22/11/2004","28/12/2004","Loiret","185","617549","6756326","8-10, rue Porte-Madeleine","#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","Centre",,"fouille"
"608ab357aa2e00009500074e","Peltre","28/07/2004","31/12/2004","Moselle","186","935500","6890900","Les Rouaux","#Antiquité","Lorraine",,"fouille"
"608ab357aa2e00009500074f","Athée-sur-Cher","29/11/2004","31/12/2004","Indre-et-Loire","187","543457","6690626","Bussière","#Antiquité#Moyen Âge","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000750","Lieusaint","01/12/2004","31/12/2004","Seine-et-Marne","188","666303","6835017","ZAC du Carré Sénart, bureaux, parkings","#Néolithique#Protohistoire#Antiquité","Ile-de-France","#Cultes et pratiques funéraires#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000751","Carhaix-Plouguer","01/01/2000","01/01/2005","Finistère","189","212630","6817408","Réserve Archéologique","#Antiquité#Moyen Âge#Moderne, Contemporain","Bretagne",,"fouille"
"608ab357aa2e000095000752","Aix-en-Provence","02/05/2004","01/01/2005","Bouches-du-Rhône","190","897608,54","6272726,15","ZAC Sextius-Mirabeau îlot A","#Néolithique","Provences-Alpes-Côte-d'Azur",,"fouille"
"608ab357aa2e000095000753","Saint-André-de-Sangonis","10/09/2004","15/01/2005","Hérault","191","694020","151800","Le Lagarel","#Néolithique#Antiquité#Moyen Âge#Moderne, Contemporain","Languedoc-Roussillon",,"fouille"
"608ab357aa2e000095000754","Athée-sur-Cher","01/01/2005","01/02/2005","Indre-et-Loire","192","537819","6691502","Le Brandon","#Protohistoire#Antiquité#Moderne, Contemporain","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000755","Sérifontaine","31/01/2005","04/02/2005","Oise","193","611016,366","6917131,949","La Vigne","#Néolithique#Protohistoire","Picardie",,"fouille"
"608ab357aa2e000095000756","Marseille","15/12/2004 00:00","14/02/2005 00:00","Bouches-du-Rhône","194","892265,598","6246576,33","23 quai de Rive Neuve","#Antiquité#Moderne, Contemporain","Provences-Alpes-Côte-d'Azur","#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace","fouille"
"608ab357aa2e000095000757","Athée-sur-Cher","01/02/2005","01/03/2005","Indre-et-Loire","195","538558","6691486","La Tour du Brandon","#Protohistoire#Antiquité#Moderne, Contemporain","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000758","Bléré","12/01/2005","07/03/2005","Indre-et-Loire","196","544653","6690256","Les Fossés Blancs","#Protohistoire#Moyen Âge#Moderne, Contemporain","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000759","Poitiers","14/02/2005","11/03/2005","Vienne","197","496136,134","6612599,318","15  rue Arthur-Ranc","#Antiquité","Poitou-Charentes",,"fouille"
"608ab357aa2e00009500075a","Roanne","06/09/2004","18/03/2005","Loire","198","782879","6549464","Centre ancien, place du Maréchal de Lattre de Tassigny","#Antiquité#Moyen Âge#Moderne, Contemporain","Rhône-Alpes",,"fouille"
"608ab357aa2e00009500075b","Athée-sur-Cher","07/02/2005","25/03/2005","Indre-et-Loire","199","538019","6691490","L'Érable","#Protohistoire#Antiquité","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e00009500075c","Lillemer","24/02/2005","25/03/2005","Ille-et-Vilaine","200","341676","6840451","Les Hauts","#Néolithique","Bretagne",,"fouille"
"608ab357aa2e00009500075d","Mareuil-sur-Cher","01/03/2005","30/03/2005","Loir-et-Cher","201","572929","6689821","Bagneux","#Néolithique","Centre","#Peuplement, occupation espace","fouille"
"608ab357aa2e00009500075e","Mareuil-sur-Cher","13/09/2004","31/03/2005","Loir-et-Cher","202","573180","6689969","La Croix de Bagneux","#Néolithique","Centre","#Habitats, architecture, édifices#Industrie, artisanat","fouille"
"608ab357aa2e00009500075f","Marseille","03/01/2005","08/04/2005","Bouches-du-Rhône","203","892000,229","6247004,17","Collège du Vieux-Port","#Antiquité","Provences-Alpes-Côte-d'Azur","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000760","Marseille","03/01/2005 00:00","08/04/2005 00:00","Bouches-du-Rhône","204","892383,174","6247227,271","Hôtel-Dieu (place Daviel et rue des Belles-écuelles)","#Paléolithique, Mésolithique#Antiquité#Moyen Âge#Moderne, Contemporain","Provences-Alpes-Côte-d'Azur","#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000761","Marseille","01/03/2005 00:00","08/04/2005 00:00","Bouches-du-Rhône","205","892000,229","6247004,17","Collège Vieux-Port","#Antiquité#Moyen Âge#Moderne, Contemporain","Provences-Alpes-Côte-d'Azur","#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat","fouille"
"608ab357aa2e000095000762","Athée-sur-Cher","20/01/2005","13/04/2005","Indre-et-Loire","206","541766","6691479","Touche Morin","#Néolithique#Protohistoire#Antiquité","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000763","Aron","07/03/2005","15/04/2005","Mayenne","207","433922","6806290","Le Panveau, La Davière","#Protohistoire","Pays de la Loire",,"fouille"
"608ab357aa2e000095000764","Bléré","14/03/2005","15/04/2005","Indre-et-Loire","208","548443","6689325","Les Pentes du Vaugerin","#Protohistoire#Antiquité","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000765","Faverolles-sur-Cher","14/03/2005","15/04/2005","Loir-et-Cher","209","561537","6689816","La Chapelle de Senelles","#Antiquité#Moyen Âge","Centre","#Habitats, architecture, édifices#Industrie, artisanat","fouille"
"608ab357aa2e000095000766","Verneuil-sur-Vienne","29/03/2005","15/04/2005","Haute-Vienne","210","556628","6528105","La Rivaille","#Protohistoire","Limousin",,"fouille"
"608ab357aa2e000095000767","Carpentras","28/02/2005","22/04/2005","Vaucluse","211","863872,02","6330171,6","Boulevard Clemenceau","#Antiquité","Provences-Alpes-Côte-d'Azur",,"fouille"
"608ab357aa2e000095000768","Chartres","06/12/2004","29/04/2005","Eure-et-Loir","212","588643","6817431","11-13, rue des Fileurs","#Antiquité#Moyen Âge","Centre",,"fouille"
"608ab357aa2e000095000769","Athée-sur-Cher","17/01/2005","29/04/2005","Indre-et-Loire","213","540440","6691060","Chomedormeau","#Néolithique#Protohistoire#Antiquité#Moyen Âge","Centre","#Cultes et pratiques funéraires#Habitats, architecture, édifices","fouille"
"608ab357aa2e00009500076a","Angé","17/02/2005","30/04/2005","Loir-et-Cher","214","565938","6690329","Le Bois de la Faix","#Protohistoire","Centre","#Habitats, architecture, édifices#Industrie, artisanat","fouille"
"608ab357aa2e00009500076b","Méaulte","11/04/2005","30/04/2005","Somme","215","678218,46","6985785,558","Plateforme aéro-industrielle de Haute-Picardie","#Néolithique#Protohistoire#Antiquité#Moyen Âge","Picardie",,"fouille"
"608ab357aa2e00009500076c","Truyes","21/04/2005","13/05/2005","Indre-et-Loire","216","536320","6691550","Les Grandes Maisons","#Moyen Âge","Centre","#Cultes et pratiques funéraires#Habitats, architecture, édifices","fouille"
"608ab357aa2e00009500076d","Besançon","21/03/2005","17/05/2005","Doubs","217","928625","6686567","Place de la Révolution","#Antiquité#Moyen Âge#Moderne, Contemporain","Franche-Comté","#Habitats, architecture, édifices#Industrie, artisanat","fouille"
"608ab357aa2e00009500076e","Épeigné-les-Bois","21/03/2005","27/05/2005","Loir-et-Cher","218","559439","6689833","Le Marchais Rond - Les Allets","#Néolithique#Protohistoire#Antiquité#Moyen Âge","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e00009500076f","Marseille","09/05/2005","27/05/2005","Bouches-du-Rhône","219","892024,94","6246354,07","165 rue Sainte, 5&8209;7  rue du Commandant-Lamy","#Antiquité#Moderne, Contemporain","Provences-Alpes-Côte-d'Azur",,"fouille"
"608ab357aa2e000095000770","Mareuil-sur-Cher","04/04/2005","03/06/2005","Loir-et-Cher","220","571513","6689387","Le Casseux","#Néolithique","Centre","#Habitats, architecture, édifices#Industrie, artisanat","fouille"
"608ab357aa2e000095000771","Gardanne","17/05/2005","09/06/2005","Bouches-du-Rhône","221","900675,14","6263939,79","Font-de-Garach","#Antiquité#Autres périodes","Provences-Alpes-Côte-d'Azur",,"fouille"
"608ab357aa2e000095000772","Ajaccio","14/03/2005","10/06/2005","Corse-du-Sud","222","1176503,61","6109391,62","Espace Alban","#Antiquité#Moyen Âge","Corse","#Cultes et pratiques funéraires#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000773","Dainville","21/02/2005","17/06/2005","Pas-de-Calais","223","680551,2984","7018705,466","Gérico","#Protohistoire#Antiquité#Moderne, Contemporain","Nord-Pas-de-Calais",,"fouille"
"608ab357aa2e000095000774","Norroy-le-Veneur","21/02/2005","20/06/2005","Moselle","224","926200","6902500","ZAC du Centre Relais","#Moyen Âge","Lorraine",,"fouille"
"608ab357aa2e000095000775","Orange","01/06/2005","24/06/2005","Vaucluse","225","844242,37","6340855,78","La Croix-Rouge","#Antiquité","Provences-Alpes-Côte-d'Azur",,"fouille"
"608ab357aa2e000095000776","Piriac-sur-Mer","01/04/2005","30/06/2005","Loire-Atlantique","226","282415","6711640","Z.A. du Pladreau - La villa du Pladreau à Piriac-sur-Mer","#Protohistoire#Antiquité#Moyen Âge","Pays de la Loire",,"fouille"
"608ab357aa2e000095000777","Angé","01/02/2005","01/07/2005","Loir-et-Cher","227","567936","6689763","Preuilland-Le Petit Jardin","#Néolithique","Centre","#Habitats, architecture, édifices#Industrie, artisanat","fouille"
"608ab357aa2e000095000778","Saint-Maurice","10/05/2005","11/07/2005","Val-de-Marne","228","657965","6857678","Les Serres de l'hôpital Esquirol","#Moderne, Contemporain","Ile-de-France",,"fouille"
"608ab357aa2e000095000779","Sainte-Croix-en-Plaine","13/05/2005","17/07/2005","Haut-Rhin","229","1026810","6776632","Ancien échangeur, gendarmerie","#Protohistoire","Alsace",,"fouille"
"608ab357aa2e00009500077a","Alba-la-Romaine","20/07/2005","29/07/2005","Ardèche","230","826803","6383106","Le Clos","#Antiquité","Rhône-Alpes",,"fouille"
"608ab357aa2e00009500077b","Nespouls","06/06/2005","05/08/2005","Corrèze","231","580848","6439008","La Bille, El Barjou, Le Lacaud","#Antiquité","Limousin",,"fouille"
"608ab357aa2e00009500077c","Reims","18/07/2005","09/08/2005","Marne","232","774980","6907790","12  rue Duquenelle","#Antiquité","Champagne-Ardenne","#Cultes et pratiques funéraires#Échange et transport","fouille"
"608ab357aa2e00009500077d","Brioude","15/10/2005","15/08/2005","Haute-Loire","233","730177,478","6466125,547","Place Grégoire-de-Tours ","#Moyen Âge#Moderne, Contemporain","Auvergne",,"fouille"
"608ab357aa2e00009500077e","Sublaines","28/02/2005","27/08/2005","Indre-et-Loire","234","547245","6689661","Le Grand Ormeau","#Néolithique#Protohistoire#Antiquité","Centre","#Cultes et pratiques funéraires#Habitats, architecture, édifices","fouille"
"608ab357aa2e00009500077f","Aix-en-Provence","05/07/2005","02/09/2005","Bouches-du-Rhône","235","895929,97","6272615,24","ZAC de Ravanas","#Protohistoire#Antiquité","Provences-Alpes-Côte-d'Azur",,"fouille"
"608ab357aa2e000095000780","Esvres","17/05/2005","15/09/2005","Indre-et-Loire","236","532879","6692375","Les Billettes","#Protohistoire#Antiquité","Centre","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000781","Marseille","19/06/2005 00:00","19/09/2005 00:00","Bouches-du-Rhône","237","893115,19","6247671,481","53-63 rue Bernard-du-Bois","#Paléolithique, Mésolithique#Antiquité#Moderne, Contemporain","Provences-Alpes-Côte-d'Azur","#Habitats, architecture, édifices#Industrie, artisanat","fouille"
"608ab357aa2e000095000782","Nîmes","04/07/2005","27/09/2005","Gard","238","809451,85","6305271,77","Place du Chapitre et ses abords","#Antiquité#Moyen Âge#Moderne, Contemporain","Languedoc-Roussillon",,"fouille"
"608ab357aa2e000095000783","Entrammes","18/07/2005","10/11/2005","Mayenne","239","422487","6773139","La Carie","#Protohistoire#Antiquité#Moyen Âge","Pays de la Loire",,"fouille"
"608ab357aa2e000095000784","Ligny-le-Châtel","01/03/2005","30/11/2005","Yonne","240","756542,738","6754579,48","La Coupe au Meunier, Le Ru Carbone","#Protohistoire#Antiquité#Moyen Âge","Bourgogne","#Cultes et pratiques funéraires#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000785","Neuvy-Deux-Clochers","01/05/2005","30/11/2005","Cher","241","679090","6687543","Tour de Vesvre 3","#Moyen Âge","Centre",,"fouille"
"608ab357aa2e000095000786","Cesson","15/11/2005","01/12/2005","Seine-et-Marne","242","670892","6830059","Plaine du Moulin à Vent, zone sud","#Protohistoire#Antiquité","Ile-de-France",,"fouille"
"608ab357aa2e000095000787","Mâcon","26/09/2005","06/12/2005","Côte-d'Or","243","840962,075","6580396,596","Angle rue Tilladet et Epinoches","#Antiquité","Bourgogne",,"fouille"
"608ab357aa2e000095000788","Marseille","11/05/2005","23/12/2005","Bouches-du-Rhône","244","892374,575","6247606,146","Parking République","#Antiquité#Moyen Âge#Moderne, Contemporain","Provences-Alpes-Côte-d'Azur","#Habitats, architecture, édifices","fouille"
"608ab357aa2e000095000789","Marseille","11/05/2005 00:00","23/12/2005 00:00","Bouches-du-Rhône","245","892374,575","6247606,146","Parking République","#Antiquité#Moyen Âge","Provences-Alpes-Côte-d'Azur","#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace","fouille"
"608ab357aa2e00009500078a","Orléans","01/01/1971","31/12/2005","Loiret","246","618202","6755905","La Loire","#Antiquité#Moyen Âge#Moderne, Contemporain","Centre","#Archéologie des conflits#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Vie quotidienne, usages","fouille"
"608ab357aa2e00009500078b","Tours","01/01/2000","31/12/2005","Indre-et-Loire","247","525586,25","6702281,06","Pont 1, dit «de l'île Saint-Jacques»","#Antiquité","Centre","#Peuplement, occupation espace","fouille"
"608ab357aa2e00009500078c","Reims","12/09/2005","15/02/2006","Marne","248","775110","6906840","5 et 7, rue de Pouilly","#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain","Champagne-Ardenne","#Échange et transport#Habitats, architecture, édifices","fouille"
"608ab357aa2e00009500078d","Saint-Quentin","01/02/2005 00:00","28/02/2006 00:00","Aisne","249","720792,752","6971502,293","Angle des rues Voltaire et des Faucons","#Moyen Âge","Picardie","#Arts, biens de prestige","fouille"
"608ab357aa2e00009500078e","Metz","16/01/2006","01/03/2006","Moselle","250","931370","6895309","Esplanade",,"Lorraine",,"fouille"
"608ab357aa2e00009500078f","Taden","07/10/2005","03/03/2006","Côtes-d'Armor","251","326573","6830849","Les Alleux","#Antiquité","Bretagne",,"fouille"
"608ab357aa2e000095000790","Langon","09/01/2006","09/03/2006","Ille-et-Vilaine","252","336162","6746750","La Lande du Moulin","#Néolithique","Bretagne",,"fouille"
"608ab357aa2e000095000791","Saint-Herblain","14/11/2004","17/03/2006","Loire-Atlantique","253","349990","6691407","Zone d'aménagement d'Ar Mor","#Néolithique#Protohistoire#Antiquité#Moyen Âge","Pays de la Loire",,"fouille"
"608ab357aa2e000095000792","Saint-Georges-lès-Baillargeaux","21/11/2005","24/03/2006","Vienne","254","501146","6621659","Les Varennes","#Néolithique#Protohistoire#Antiquité","Poitou-Charentes",,"fouille"
"608ab357aa2e000095000793","Présilly","01/10/2005","30/03/2006","Haute-savoie","255","938227","6558676","Eccorçon-Les Murailles",,"Rhône-Alpes",,"fouille"
"608ab357aa2e000095000794","Troyes","03/08/2004","31/03/2006","Aube","256","779935","6800295","Place de la Libération","#Antiquité#Moyen Âge#Moderne, Contemporain","Champagne-Ardenne",,"fouille"
"608ab357aa2e000095000795","Marseille","01/03/2006","01/04/2006","Bouches-du-Rhône","257","892731,472","6247032,248","République-Surverse Vieux-Port","#Antiquité#Moyen Âge#Moderne, Contemporain","Provences-Alpes-Côte-d'Azur","#Habitats, architecture, édifices","fouille"
